koi_score,koi_fpflag_nt,koi_model_snr,koi_fpflag_co,koi_fpflag_ss,koi_fpflag_ec,koi_impact,koi_duration,koi_prad,koi_period,koi_disposition
0.5908502617649928,0,19.450921911161704,0,0,0,0.10529074128569815,15.30239053652263,1.1519735251207133,8.077833515940958,CONFIRMED
0.8880644909969506,0,25.527450004585667,0,0,0,0.9941086782691402,13.270119813065877,0.9191065002025252,76.77469851091199,CONFIRMED
0.10983295563651851,0,22.263615109020606,0,0,0,0.7174238372339471,5.338398358190334,1.4603785286882787,22.02648252974775,CONFIRMED
0.4963021388561344,0,36.472442725080704,0,0,0,0.9236068716716155,14.869663128867156,1.1335075735126954,15.7685131315045,CONFIRMED
0.2901322635135366,0,16.71315068023106,0,0,0,0.6085525658312708,14.968917146576755,5.891742411960578,67.64369231411212,CANDIDATE
0.4858514520459515,1,19.50023148536913,0,0,0,0.7953883718133327,8.899849045342181,3.813645200158866,28.221102536532733,CANDIDATE
0.9485194794601078,0,25.164064543035323,0,0,0,0.6357444426544562,7.566270632332019,2.008330783464465,160.64433051273554,CONFIRMED
0.9265090200842696,0,27.21939417065918,0,0,0,0.95690368780583,12.658822615361993,1.2158591861175159,39.99702939433564,CONFIRMED
0.7601007353505792,0,11.21800760148792,0,0,0,0.5685422483905588,7.591493578755512,5.492714491546325,102.02819885703036,CANDIDATE
0.7820259933038469,0,8.195958143215329,0,0,0,0.3333022765355126,6.304441523857797,5.885270179090268,20.635982267309448,CANDIDATE
0.2779079474190187,0,29.94574167529533,1,0,0,0.751821725821935,12.699867558195448,5.066154816493393,32.98145038627491,CANDIDATE
0.5176215323018064,1,16.263626608430783,0,0,0,0.844376001273948,11.592333348354066,4.696830253186366,125.74577877276879,CANDIDATE
0.8045814861807467,0,15.1504526341125,0,0,0,0.49013967983218043,5.19842851638493,5.467028238968226,24.119738232595115,CANDIDATE
0.7660104897954417,0,18.9322107338286,0,0,0,0.795021672441367,7.049747464237803,2.611335878784642,223.9381418523561,CANDIDATE
0.5736618252200245,0,13.448746102434782,0,1,0,0.742301547854243,11.896881788657184,3.1248939295406064,17.479010324415967,CANDIDATE
0.8514198015038584,0,12.008255399026787,0,0,0,0.8143678777149045,2.784514758795601,5.449090308914337,102.81531866132416,CANDIDATE
0.8520256613739633,0,25.625118929218438,0,0,0,0.6063015150436368,9.205992477265529,4.543680632752928,38.8942449200615,CONFIRMED
0.37111836892148375,0,15.960625606739068,0,1,1,0.4185360093419428,7.869245897798124,3.193724027298736,77.78916014778963,FALSE POSITIVE
0.45710277452211234,0,20.32127902150326,0,0,0,0.8969675253271917,8.462478200012297,2.543109871276353,11.743953560609588,CONFIRMED
0.30118241820943825,0,9.25371913808785,0,0,0,0.7813562618064108,16.999921044863452,4.2521596561902095,39.857727452053574,CANDIDATE
0.8105287147557956,0,16.684960035099223,0,0,0,0.9450857052280837,13.336410702372014,4.002835156712903,45.08349532527319,CANDIDATE
0.49378206355223053,1,23.670920319885052,0,0,0,0.5340996690324727,9.671442041767099,2.639342304015197,8.82378947636211,CONFIRMED
0.5629788204485953,0,9.429061108603541,0,0,0,0.2769489077401349,6.5847433588120925,2.2592573256797035,15.173006153668306,CONFIRMED
0.48182724694152346,0,17.7161052889236,0,0,0,0.5587674576338792,10.568999461266076,4.522696393334642,67.0865548393056,CANDIDATE
0.2538212652794656,0,18.4469088898746,1,0,0,0.6474107783462189,13.499341876516107,4.79387046425988,52.09030908941669,FALSE POSITIVE
0.98352746043538,0,25.04331464805178,0,0,0,0.18956432246270372,14.272368415146879,3.7638218032868034,169.46939556332126,CONFIRMED
0.5507598845614244,0,20.46718933456432,0,0,0,0.42142546459496855,12.04882431198913,3.7154390211534754,63.63646036087584,CONFIRMED
0.9697570841444421,1,14.262305205941992,0,0,0,0.11288366377510406,3.3433421590933277,1.4497191766730573,21.34710181652015,CONFIRMED
